,District Code,District Name,Ward Code,Ward Name,District Population,District Acreage (Km2),District Latitude,District Longitude,Venue Id,Venue Name,Venue Latitude,Venue Longitude,Venue Category
21,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4ee971f18b814bec44a26432,Công An Phường Tân Định,10.790456305286268,106.68942278860006,Long Term Servicecs
22,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,502b894ae4b07c0c583805ac,Y BAN Building,10.790574589275167,106.69171448825715,Long Term Servicecs
23,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,573b21be498e8fcadfe69ab7,Ngoc Anh Hotel,10.79642,106.6903,Long Term Servicecs
24,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5bb27947d0a149002cd397be,Gin Kaffe,10.792834,106.688267,Long Term Servicecs
25,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,527eed3111d2e5cdf5d804c1,Thành Bưởi Tiêu Cục,10.79012012300345,106.6892500483896,Long Term Servicecs
26,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,56349f93498eea6973f26a6a,In an Uber,10.790706,106.690885,Long Term Servicecs
27,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4de2ffd6e4cd056f74526dfe,"UBND Phường Tân Định, Q1",10.791933688551307,106.68923277437604,Long Term Servicecs
28,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4eed645b0e61a418652da5fd,Nha Khoa Ngọc Nha,10.792591300681135,106.68899669632687,Long Term Servicecs
29,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e0c5f7e227100f4dfe06d99,Kanata Korean School,10.789586057776456,106.69330947927126,Long Term Servicecs
30,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4f6bccb2e4b0f577d0617bd8,The Asian International School,10.793256853162008,106.68965886710758,Long Term Servicecs
31,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4d810125a4e23704c273c0cc,Huy Chuong Hotel,10.791691,106.689737,Long Term Servicecs
32,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4ec4910ff5b9b3183fb4d942,Công An Phường 8 - Quân 3,10.79032703669946,106.68790843738414,Long Term Servicecs
33,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,56551edf498efec3743e8b6c,Hoàng Sa Quận 3 Hồ Chí Minh Vietnam,10.79418775462822,106.6938543319702,Long Term Servicecs
34,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e3521fffa7656ba316db56a,Huong viet hostel,10.79084,106.68841,Long Term Servicecs
35,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,50b1f1f2e4b0ea66e87835fd,Đại Học Kinh Tế TPHCM (UEH) - cơ sở D,10.791846127201737,106.68852454099044,Long Term Servicecs
36,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e72c49bd22d2fd31402d0b7,Trung tam,10.79177,106.68946,Long Term Servicecs
37,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e8c3b8693adecfdb9515b28,Hoang Hai,10.790773,106.686863,Long Term Servicecs
38,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5167ab62e4b0e8420d225a95,HT's Zone,10.79567,106.693068,Long Term Servicecs
39,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e11265045dde6c62dd19098,Tân Định Hospital,10.789987,106.689589,Long Term Servicecs
40,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,506da1d8e4b04440854547d5,Mint ice store,10.790709,106.68717,Long Term Servicecs
41,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e86a960f5b9f378449c6d27,Mieu Noi Village,10.795496066936481,106.69289154656742,Long Term Servicecs
42,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4fb51493e4b021e74ef3a28a,Hoang Sa,10.792922973632812,106.69489288330078,Long Term Servicecs
43,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5cea1bdc35811b002c34a98f,Wecare Dentist,10.795228,106.689839,Long Term Servicecs
44,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e546e8b18a8071bc7ec3d34,New DN Co.,10.793206,106.68911,Long Term Servicecs
45,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,5163fb8ce4b0293e10fdbad8,Phong Kham BS.Chi,10.790704041822096,106.68791995332353,Long Term Servicecs
46,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,50f92b4fe4b04ae2b2f68762,Bs. Thuan - Dental Clinic,10.79123718736146,106.68982584961988,Long Term Servicecs
47,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4f4744f5e4b0cf7a04e76483,Meeting Room A,10.791708231679781,106.6922787797827,Long Term Servicecs
48,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4e4a1b9ec65bab125169681b,MHQ Building,10.79016365,106.69041075,Long Term Servicecs
49,760,Quận 1,26734,Phường Tân Định,142000,7.72,10.792645,106.690645,4f8ce356e4b0b2abb3be73fb,Cao đẳng nghề TP.HCM,10.794325778053734,106.68677987825619,Long Term Servicecs
50,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4d8e0211d00a6ea88d81ae4f,Somerset Serviced Residence,10.790002292422203,106.70309405681579,Long Term Servicecs
51,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,59fac35ad48ec112c86f6a68,Victoria Healthcare International Clinic,10.788887,106.699164,Long Term Servicecs
52,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,59a3fe79eacf453f5fabcd94,Nấp Saigon,10.792496,106.701884,Long Term Servicecs
53,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,545776b6498eccfb5b15a6e8,Gem Center,10.789916878682392,106.70221868447864,Long Term Servicecs
54,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4ce0ea64f8cdb1f723dc9912,Indochina Tower,10.791699680578104,106.7021994317351,Long Term Servicecs
55,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4f3dbe16e4b03dd02380143d,UBND Phuong Dakao Q1,10.789023720946785,106.69977593330486,Long Term Servicecs
56,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4bab56fef964a520b8a13ae3,Gala Royale,10.787606019398368,106.69614905315743,Long Term Servicecs
57,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4def6cd1ae609ae4fa475e74,Vietnamese Language Studies (VLS),10.785970112070165,106.70169716368679,Long Term Servicecs
58,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4f6abe41e4b021e5245d67d8,Thẩm Mỹ Viện Hoài Anh,10.792037593269526,106.69903887462075,Long Term Servicecs
59,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,51f21f55498e5ea7b9bc6043,Y&R Office,10.791516945388468,106.69576820651793,Long Term Servicecs
60,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e65ddfb1850e238d711a7f2,Frat Boys Sài Gòn,10.789244921690997,106.69970691204071,Long Term Servicecs
61,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,506ebd26e4b078ebe1f1ab19,nguyen huong dentist clinic,10.790210723876953,106.69503021240234,Long Term Servicecs
62,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,57bbe761498e5d33bd94a4de,Everest Education,10.789681,106.702351,Long Term Servicecs
63,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,523b9c4411d23821a598cef9,Cơ Sở E,10.790224,106.699264,Long Term Servicecs
64,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4d9979cde07ea35d9bad0903,Arena Multimedia,10.789399842072902,106.69948413890259,Long Term Servicecs
65,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,51023ccde4b046678021c0f4,hội kts tphcm,10.788017931100724,106.6944841370993,Long Term Servicecs
66,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4f609c68e4b0d8a1571d0f0d,CIE,10.78841781616211,106.69696044921875,Long Term Servicecs
67,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e769888ae60c32851a5c775,"Truong Mam Non Be Ngoan 108 Nguyen Dinh Chieu, Q1",10.786213,106.697394,Long Term Servicecs
68,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4d63a009a5be236a5d97c3db,Dai tieng noi ND TP HCM,10.790415,106.701504,Long Term Servicecs
69,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4c24859af7ced13adfe7226d,Brightstar,10.789179522331477,106.69983249996315,Long Term Servicecs
70,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e3d3eba1f6e844231e2123f,DGT VIETNAM GROUP,10.789651,106.701127,Long Term Servicecs
71,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5063f9b6e4b0bcc39abe9667,TBWA\ Group Vietnam,10.787836592422474,106.7000582722679,Long Term Servicecs
72,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,56556f7d498e5e1868d9a243,VIS Agency,10.788468,106.699372,Long Term Servicecs
73,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4f8d59a9e4b0810115eaf285,CIE Nguyễn Văn Thủ,10.788404243132955,106.69683347159517,Long Term Servicecs
74,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,525ce5ad11d21c2dd05b92b2,Phong Kham Da Khoa Viet Gia,10.787650557615104,106.69690257004876,Long Term Servicecs
75,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e64c84f7d8b85408aa6fa75,Bệnh Viện Thanh Vân,10.789443254470825,106.7022442817688,Long Term Servicecs
76,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,52ad890211d26f141ec8027e,Consulate of the Confederation of Switzerland,10.789071025235673,106.69610738754272,Long Term Servicecs
77,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5927a6a19b047373f1a67e7a,Bộ Công Thương,10.788147,106.702968,Long Term Servicecs
78,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5661e4d7498e59f49f79c75a,Nhà của Hà,10.791655007973326,106.70021356306721,Long Term Servicecs
79,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4df459c022718759f8232d19,VietGia Clinic,10.787454498500432,106.69681043878214,Long Term Servicecs
80,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,51bef6e6498ef5785596e70d,Trung Tâm Giáo Dục Lê Quý Đôn,10.7879462884278,106.69867610445677,Long Term Servicecs
81,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5811e7fb38faaa393274b97f,Castor Hall,10.790172,106.702477,Long Term Servicecs
82,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e5c8619d22dcfc934158b97,Victoria Healthcare,10.789856018247418,106.69703004877705,Long Term Servicecs
83,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,50122749e4b021abae7be8ed,Shuttle bus FSoft HCM,10.787754475594854,106.69459929996952,Long Term Servicecs
84,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,50b31667e4b03ca4f6230493,Uy ban Mat tran To Quoc Quan 1,10.786668202353713,106.69542847441706,Long Term Servicecs
85,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,52b7b7c611d29bc258df7977,ICham,10.785781860351562,106.69713592529297,Long Term Servicecs
86,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5025f7ece4b0a9bbcd656606,Bệnh Viện Đa Khoa Quốc Tế Victoria's Healthcare,10.789847,106.697005,Long Term Servicecs
87,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,50b80b4ae4b048d44402b932,the ninth pattaya,10.792610168457031,106.69815826416016,Long Term Servicecs
88,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4f910d49e4b0ff5a5133f5ef,Indonesia Consulate General HCMC,10.785253254893314,106.69744384202001,Long Term Servicecs
89,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4ee8671bf9abdbe45c451098,Vmax Tower,10.7867944478839,106.69979320814741,Long Term Servicecs
90,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e829bfeb6349fec88afb085,Elf Group,10.791965414995548,106.70129612464102,Long Term Servicecs
91,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5016383fe4b0cfd78bc5721b,Thẩm Mỹ Viện Úc Châu,10.788440195191676,106.69724230442817,Long Term Servicecs
92,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5025f99fe4b0751b9aacca52,Bệnh Viện Đa Khoa Quốc Tế Victoria Healthcare,10.79017269000458,106.6976511380215,Long Term Servicecs
93,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4e58b009b61c4aaa3df2fe3d,Vietnam Television Station,10.788237,106.702949,Long Term Servicecs
94,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,524c04d311d2d19128640f5b,City View Tower,10.784917652502614,106.69920586426244,Long Term Servicecs
95,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,521d96fd11d29dd8979f480a,Ho Chi Minh Open University - Mai Thi Luu Campus,10.790332,106.700485,Long Term Servicecs
96,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,5031e621e4b0202f7252015f,Otsuka Thang,10.786313382210428,106.69781236838001,Long Term Servicecs
97,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,52facc04498e19e4880bbb00,The Purpose Group,10.788817,106.699796,Long Term Servicecs
98,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4d8dd6d93bfef04dbe588986,Athena,10.787908362244869,106.69868877261362,Long Term Servicecs
99,760,Quận 1,26737,Phường Đa Kao,142000,7.72,10.789305,106.698753,4da6f56343a102190d7687a7,Valentina Court,10.78916968673114,106.69608490640695,Long Term Servicecs
100,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4bf20b613506ef3bae78bd22,Bưu Điện Sài Gòn (Saigon Central Post Office) (Bưu Điện TP.Hồ Chí Minh),10.77962768158014,106.69977064924883,Long Term Servicecs
101,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4bcbe4130687ef3b158fdecc,Park Hyatt Saigon,10.777573945426527,106.70360889230898,Long Term Servicecs
102,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4cd90c837bb06dcb1fdda5b2,mPlaza Saigon,10.781726226181679,106.69995050621938,Long Term Servicecs
103,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4bf016fb3a002d7fe0a585a4,Caravelle Hotel,10.776481958381124,106.70335903889985,Long Term Servicecs
104,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4b48014ff964a5203e4626e3,InterContinental Saigon,10.781261213063363,106.70078598155953,Long Term Servicecs
105,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4c173dff5e88c928be512566,Saigon Trade Center,10.784224156450826,106.70357555767258,Long Term Servicecs
106,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5c7a3c3dcb3fd2002c17093f,Lief Mojo,10.779592,106.705007,Long Term Servicecs
107,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5acc2f2292e7a9499ce4481e,Đông Dương Serviced Apartments,10.779064,106.705211,Long Term Servicecs
108,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,56ace3f2498eb9680b42cae6,Millennium Boutique Hotel,10.778207683090912,106.70588722078469,Long Term Servicecs
109,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,502a15e0e4b0f12a439fc060,Le Méridien Saigon,10.7799442,106.7073263,Long Term Servicecs
110,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5e4f98140f683f0008d9a289,Millennium Boutique Hotel - Swimming Pool,10.778117,106.70577,Long Term Servicecs
111,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4cf3dcaccfb08eec7cb2f1be,Saigon Sky Garden,10.781080615383111,106.70505304948537,Long Term Servicecs
112,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4ff6ed20e4b0f1abbb7c5e8a,The Lancaster,10.78069727713921,106.70474449970207,Long Term Servicecs
113,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,56f390ca498e6c576d191e37,Bay hotel ho chi minh,10.780479850947877,106.7070930425763,Long Term Servicecs
114,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4b6531a4f964a5205fe82ae3,LOTTE Legend Hotel,10.778756965925195,106.70648971108234,Long Term Servicecs
115,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,57c3efe6498e880edf947499,Silverland Jolie Hotel & Spa,10.777184093047742,106.70594165065764,Long Term Servicecs
116,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5a696c946a5950492f524cd6,Deutsches Haus,10.781671,106.700467,Long Term Servicecs
117,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4ed1048cb634dd2992371dea,Nhat Ha 3 Hotel,10.778477665033288,106.70460949596878,Long Term Servicecs
118,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,4bf78b085efe2d7fda3d6934,Sofitel Saigon Plaza,10.78404172806318,106.70263790952481,Long Term Servicecs
119,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5e257b4ba70152000731ed22,Prostyle Hotel Ho Chi Minh-プロスタイルホテルホーチミン,10.777978331463045,106.70507669448853,Long Term Servicecs
120,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,582520f6abffa17aeb7aeb15,Westcoast International Dental Clinic,10.781348,106.704131,Long Term Servicecs
121,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5e4e3a4832a151000809ce81,Millennium Boutique Hotel - Swimming Pool,10.778355,106.7055,Long Term Servicecs
122,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5e4d5322dbf3f90007a0afe4,Millennium Boutique Hotel - Room 704,10.778067,106.70585,Long Term Servicecs
123,760,Quận 1,26740,Phường Bến Nghé,142000,7.72,10.780322,106.704141,5ab0d560840fc22337e00457,Riverbank place,10.780356,106.706955,Long Term Servicecs
124,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5bdefa1d93bd63002c5ea513,The Tresor,10.766351,106.702844,Long Term Servicecs
125,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,566bfd42498ec5ed8ce74ed3,Icon 56,10.765946268363049,106.70298224542354,Long Term Servicecs
126,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5de102fa4c065200085cc6c9,The Odys Hotel,10.769399,106.700113,Long Term Servicecs
127,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5cef490f829b0c002c5fefff,The Hammock Hotel Fine Art Museum,10.769623,106.70028,Long Term Servicecs
128,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5abb428f3abcaf3bf158a67b,Lotus Boutique Hotel,10.768295,106.69825,Long Term Servicecs
129,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5a4269299cadd968685c9148,Saigon Fantastic Hostel,10.767158,106.699083,Long Term Servicecs
130,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5e300c6f676d810008efe51b,PIANO HOTEL,10.767735,106.698607,Long Term Servicecs
131,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5bc096601b0ea5002c641985,Sedona Grand Tower,10.772136,106.701065,Long Term Servicecs
132,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5021d482e4b0f661aaf9b597,Ernst & Young @ Bitexco Financial Tower,10.771628538547125,106.7045208076969,Long Term Servicecs
133,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,4e802e9e550381c3c638598d,Maritime Bank Tower (MSB),10.768601587265874,106.70116033492671,Long Term Servicecs
134,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,576baed4498e0b8d9b7ee2a8,TNR tower,10.76862,106.701272,Long Term Servicecs
135,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5e00d9af3b4c44000848025d,Innside By Melia Saigon Central,10.77257,106.702635,Long Term Servicecs
136,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,59b32e09cf72a07b7880a835,Toàn Thắng,10.770156,106.700668,Long Term Servicecs
137,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,5c3066feda5ede002c93384d,Silverland Charner Rooftop Pool & Bar,10.772141,106.7036,Long Term Servicecs
138,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,4d3bff6505b8721ead7d8837,Bệnh Viện Đa Khoa Sài Gòn,10.772301403102603,106.69930951306934,Long Term Servicecs
139,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,55deb62d498ea3a87fceb046,Hải Vân Hotel,10.771701,106.70034,Long Term Servicecs
140,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,4fb370b2e4b0402889a590db,Sở giao dịch chứng khoán TPHCM,10.768217199686996,106.7019180241243,Long Term Servicecs
141,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,55b9f049498e59094997e84f,"14 tôn thất đạm, quận 1",10.769534721397791,106.70430774682315,Long Term Servicecs
142,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,555f0993498e3451c906811b,Silverland Charner Hotel,10.77191255683742,106.7038182834347,Long Term Servicecs
143,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,52581014498e8ed786e77173,Le Loi street,10.77147380825337,106.69748414956054,Long Term Servicecs
144,760,Quận 1,26746,Phường Nguyễn Thái Bình,142000,7.72,10.768872,106.701093,4e7d4b76dab4fbe1c92b4495,CII - cty CP đầu tư hạ tầng kỹ thuật TP.HCM,10.770470022495958,106.7037376660398,Long Term Servicecs
